"","Date","T","s32","s35","s40","s8","s5","Year"
"1126","18-07","17:00",59643.63205,67169.21099,74509.04408,65480.0074,70644.10668,"2017"
"1127","18-07","17:10",61855.67046,62776.50421,53173.62477,75674.4944,59286.22411,"2017"
"1128","18-07","17:20",59920.68274,66232.3527,58233.5883,69889.06918,65372.30053,"2017"
"1129","18-07","17:30",54619.13985,73516.89433,57552.28341,73930.72668,59371.25934,"2017"
"1130","18-07","17:40",69688.83174,66072.89818,61046.1914,64653.02562,77620.21545,"2017"
"1131","18-07","17:50",64004.72369,68044.49589,60243.06326,83636.71315,82523.41863,"2017"
"1132","18-07","18:00",54469.61217,63708.53699,59218.50586,70224.97531,58986.44325,"2017"
"1133","18-07","18:10",64358.75277,63261.92936,57852.50739,73812.64707,63430.13937,"2017"
"1134","18-07","18:20",63917.91732,63726.68735,68438.11333,66197.40888,75843.65072,"2017"
"1135","18-07","18:30",66166.59978,79580.54457,58680.06557,78255.93172,71208.74662,"2017"
"1136","18-07","18:40",64544.81534,62992.39336,63405.42748,76928.95174,68143.46276,"2017"
"1137","18-07","18:50",55817.46323,65322.22021,60039.82611,78275.35074,62910.11251,"2017"
"1138","18-07","19:00",60263.65703,57015.96286,52898.90615,64527.03982,63836.40903,"2017"
"1139","18-07","19:10",56922.16484,66048.41548,59701.81832,74857.57339,61267.95983,"2017"
"1140","18-07","19:20",64758.93931,70613.92203,66933.2531,64887.37512,62550.75047,"2017"
"1141","18-07","19:30",60123.52298,66765.34084,62728.71023,77111.07821,61021.14902,"2017"
"1142","18-07","19:40",59665.77995,66856.26311,59144.12705,76150.68002,61899.47102,"2017"
"1143","18-07","19:50",56830.04085,64003.89182,58378.18673,70301.30524,80580.46628,"2017"
"1144","18-07","20:00",57052.62534,62242.14575,59365.65048,64057.33399,59794.85949,"2017"
"1145","18-07","20:10",55082.81683,66347.40217,55832.56117,66451.71154,64337.48249,"2017"
"1146","18-07","20:20",57376.53496,69541.94275,58907.56875,64734.95868,63314.913,"2017"
"1147","18-07","20:30",57152.31606,63899.34378,72410.39399,67679.02596,64997.13034,"2017"
"1148","18-07","20:40",65500.8783,65557.281,71893.41444,66014.09282,62596.85114,"2017"
"1149","18-07","20:50",63578.90311,64844.75037,61265.82395,65580.65824,70246.47434,"2017"
"1150","18-07","21:00",52458.65153,79757.31887,63429.47476,64647.92726,62837.28205,"2017"
"1151","18-07","21:10",57634.27184,74770.87104,63350.08093,78679.17677,74718.64002,"2017"
"1152","18-07","21:20",60343.32384,63096.9335,62038.01574,70328.65052,62742.21854,"2017"
"1153","18-07","21:30",63801.09312,67716.04467,58237.99386,70760.99966,60430.90267,"2017"
"1154","18-07","21:40",59026.70122,63535.54509,60029.44647,73324.95877,61849.11209,"2017"
"1155","18-07","21:50",54457.05964,61761.29662,60025.29403,77973.90556,60775.74981,"2017"
"1156","18-07","22:00",73035.16607,56704.82231,57925.65316,72527.77442,69933.71969,"2017"
"1157","18-07","22:10",68877.61831,64842.96632,59885.76222,66242.92361,65496.87411,"2017"
"1158","18-07","22:20",66246.96988,64676.408,61429.94049,63854.64904,61318.02649,"2017"
"1159","18-07","22:30",58522.85222,65914.54752,63445.53189,70857.11946,60744.53858,"2017"
"1160","18-07","22:40",60115.78385,67798.78476,65824.00395,63841.8117,67073.24834,"2017"
"1161","18-07","22:50",65080.223,63779.22603,58805.20088,67115.62095,68408.65807,"2017"
"1162","18-07","23:00",69095.73333,64307.77111,61071.41075,60554.66524,78245.76811,"2017"
"1163","18-07","23:10",56053.63317,65922.3962,57126.77716,65930.65267,69381.08061,"2017"
"1164","18-07","23:20",60073.56629,71468.7144,56293.03264,73628.29504,60108.42775,"2017"
"1165","18-07","23:30",60478.37513,63652.84433,57768.91116,73894.3375,58102.36413,"2017"
"1166","18-07","23:40",59164.67317,64134.26336,58381.92052,62227.6466,58837.48425,"2017"
"1167","18-07","23:50",72169.76262,64066.99515,58174.86617,63684.36355,63034.92771,"2017"
"1168","19-07","00:00",58550.25121,68027.3779,60084.3728,64220.77249,59938.99254,"2017"
"1169","19-07","00:10",70646.92564,64871.22489,69546.97975,69836.35211,61549.42474,"2017"
"1170","19-07","00:20",62345.5031,73559.44697,62841.66476,68194.01453,59820.75529,"2017"
"1171","19-07","00:30",59603.14152,61643.30659,67254.32464,73466.59475,58138.17294,"2017"
"1172","19-07","00:40",66531.68069,60737.26831,63381.08339,67117.22688,70456.85432,"2017"
"1173","19-07","00:50",59284.65091,69771.17847,62439.7673,61908.30314,60012.39906,"2017"
"1174","19-07","01:00",60483.3786,67864.21861,57175.01044,63204.30901,67630.39088,"2017"
"1175","19-07","01:10",60938.70917,57024.90338,56076.05441,66439.26149,64763.04544,"2017"
"1176","19-07","01:20",70996.95822,60922.04342,63130.42975,70895.49311,57234.8679,"2017"
"1177","19-07","01:30",61118.05321,64025.63533,63691.22585,76375.38735,59564.44413,"2017"
"1178","19-07","01:40",64866.04152,56330.24922,60393.72453,63836.31519,65455.59768,"2017"
"1179","19-07","01:50",58223.53162,65218.30557,66111.12613,60904.11668,62250.32079,"2017"
"1180","19-07","02:00",59805.0275,63447.39413,59494.37313,67390.30814,60055.21585,"2017"
"1181","19-07","02:10",59908.8836,64254.57353,57095.65576,69133.58269,65604.81889,"2017"
"1182","19-07","02:20",66265.13346,62361.65196,60298.17968,61843.63001,72905.83377,"2017"
"1183","19-07","02:30",57610.02734,62663.8037,56661.02469,65534.95841,59347.2423,"2017"
"1184","19-07","02:40",70942.84986,57386.71527,55223.56425,65085.04462,61526.69842,"2017"
"1185","19-07","02:50",76807.10968,64182.86238,66287.9963,70183.29504,68717.08079,"2017"
"1186","19-07","03:00",57533.96835,72599.01285,57487.40928,65373.1984,64519.97398,"2017"
"1187","19-07","03:10",75480.81015,79279.4181,60936.15919,66051.13456,58462.67045,"2017"
"1188","19-07","03:20",62664.55266,63816.0939,65089.26076,79240.19092,61817.46687,"2017"
"1189","19-07","03:30",74036.57434,68569.89,58975.88719,58193.49394,59984.47157,"2017"
"1190","19-07","03:40",70741.25105,69663.1789,57543.52641,74734.41309,68502.82776,"2017"
"1191","19-07","03:50",70267.23299,62909.62711,55764.22305,72070.44168,61129.16816,"2017"
"1192","19-07","04:00",67748.53504,72544.87988,56640.36703,65830.61245,58755.2001,"2017"
"1193","19-07","04:10",69015.37886,64268.99087,65683.21519,64704.31981,60805.39008,"2017"
"1194","19-07","04:20",61295.47134,65546.21962,57835.103,80680.36013,75388.71402,"2017"
"1195","19-07","04:30",59731.13602,64590.93435,60952.17102,60019.98911,59471.68606,"2017"
"1196","19-07","04:40",65049.81133,77343.12094,64031.96864,65639.63902,67271.00357,"2017"
"1197","19-07","04:50",56218.95174,68149.1808,59615.89056,66278.21984,62536.08878,"2017"
"1198","19-07","05:00",59963.43518,64686.02383,59463.76201,70422.57984,57606.35002,"2017"
"1199","19-07","05:10",59450.07864,65411.85731,54240.58879,63774.14648,58920.04117,"2017"
"1200","19-07","05:20",58644.66319,67338.29239,55080.05388,66130.83128,57461.23772,"2017"
"1201","19-07","05:30",57637.67075,65692.9112,64048.07766,72258.80211,62963.50817,"2017"
"1202","19-07","05:40",65975.90311,68836.90452,57856.63241,65544.12893,65171.6603,"2017"
"1203","19-07","05:50",61320.11719,62000.15672,60779.23072,74774.41371,59053.40658,"2017"
"1204","19-07","06:00",60482.19721,80571.15802,63245.37701,62506.64235,64124.19219,"2017"
"1205","19-07","06:10",65759.05256,70344.10781,62095.89593,62177.38451,62805.1056,"2017"
"1206","19-07","06:20",54009.22371,68952.72492,60843.18388,62343.35132,66774.45824,"2017"
"1207","19-07","06:30",62442.17462,64836.52907,58150.00328,63775.61947,62138.89788,"2017"
"1208","19-07","06:40",63056.72535,63751.60243,55522.7468,64206.89971,62859.13194,"2017"
"1209","19-07","06:50",66233.35275,59537.39126,60958.17255,65866.88681,60884.72599,"2017"
"1210","19-07","07:00",57764.21294,70589.70647,61746.28161,68068.21499,59311.48694,"2017"
"1211","19-07","07:10",59177.45683,62293.98046,56259.40177,62263.39036,59767.85858,"2017"
"1212","19-07","07:20",58299.3943,67442.57011,59542.62024,68610.0121,59772.73898,"2017"
"1213","19-07","07:30",56807.89369,65350.65298,58992.34627,62153.17215,69850.57871,"2017"
"1214","19-07","07:40",58916.31337,61076.25535,70115.25562,68833.87141,73295.24327,"2017"
"1215","19-07","07:50",58735.62467,74947.99024,58413.30499,71580.32595,63809.39424,"2017"
"1216","19-07","08:00",57775.3825,64935.63697,61427.12093,73116.5372,63912.52109,"2017"
"1217","19-07","08:10",58891.19611,62490.99064,56357.32937,70509.57982,66327.1299,"2017"
"1218","19-07","08:20",62841.24225,65653.26082,60351.9753,65448.48046,65310.8639,"2017"
"1219","19-07","08:30",64226.58046,63830.02122,60441.52319,74947.87095,59652.7199,"2017"
"1220","19-07","08:40",59407.84802,66604.39446,75342.13732,63545.35474,74951.75783,"2017"
"1221","19-07","08:50",61988.24939,64406.99474,55994.66293,79053.42864,59882.96389,"2017"
"1222","19-07","09:00",61563.61508,59026.6816,55172.70486,62163.79027,60095.64411,"2017"
"1223","19-07","09:10",61490.47901,64729.08461,64980.57407,63891.07381,67823.00627,"2017"
"1224","19-07","09:20",56203.62745,59890.42118,58288.57189,63315.71108,71908.30868,"2017"
"1225","19-07","09:30",61953.07327,66187.78973,58765.24897,71417.4597,71366.99633,"2017"
"1226","19-07","09:40",54943.67602,66180.74128,62257.2456,75921.44165,73475.31318,"2017"
"1227","19-07","09:50",62050.48852,69171.46792,66898.12003,73967.31264,65889.82226,"2017"
"1228","19-07","10:00",57723.94855,63983.32063,53950.43791,72381.06711,75491.36313,"2017"
"1229","19-07","10:10",57066.20279,66568.46643,65160.48593,63882.42423,66878.46903,"2017"
"1230","19-07","10:20",61088.18217,67961.07436,57489.88938,75580.87451,61615.30503,"2017"
"1231","19-07","10:30",66513.84799,62480.67413,58201.70409,63628.55331,65554.39975,"2017"
"1232","19-07","10:40",60822.59532,73716.05731,60487.75163,64192.07772,64800.05795,"2017"
"1233","19-07","10:50",55302.11403,69015.71569,59140.46831,67933.50153,65672.16226,"2017"
"1234","19-07","11:00",56531.9584,57320.78877,56140.26591,64952.07907,74394.01873,"2017"
"1235","19-07","11:10",58647.45979,70062.79679,59325.17541,80370.61489,60686.37386,"2017"
"1236","19-07","11:20",63040.49557,64389.49302,54517.36162,69815.62353,74930.69271,"2017"
"1237","19-07","11:30",64529.52278,73021.40345,60987.01958,69815.70675,59372.19822,"2017"
"1238","19-07","11:40",59459.61521,60638.6917,67217.82059,70740.51673,62288.81836,"2017"
"1239","19-07","11:50",63350.18994,61952.36865,60945.48674,70127.68638,58624.5783,"2017"
"1240","19-07","12:00",59845.32046,70734.54384,71661.18988,65961.75855,64406.74313,"2017"
"1241","19-07","12:10",53225.48522,62898.00642,59463.38577,71698.45387,58638.64225,"2017"
"1242","19-07","12:20",55117.6087,68987.43401,55126.22133,66316.26383,57964.08742,"2017"
"1243","19-07","12:30",56762.43648,68219.66835,57529.81833,67541.41506,76418.48327,"2017"
"1244","19-07","12:40",62568.6874,67314.13831,66697.2696,65346.9598,60032.79402,"2017"
"1245","19-07","12:50",62263.5821,68172.56835,62581.41824,74178.44526,71676.34096,"2017"
"1246","19-07","13:00",59163.20897,59795.15748,56791.23483,67868.31164,57808.66662,"2017"
"1247","19-07","13:10",64950.70191,59649.01617,59121.90856,72839.697,76239.38074,"2017"
"1248","19-07","13:20",63378.88635,67746.85137,60393.54253,67299.90264,76610.47356,"2017"
"1249","19-07","13:30",55998.16238,65658.58414,63933.06625,67257.64347,68911.01024,"2017"
"1250","19-07","13:40",56622.69539,64146.43005,62781.35029,66492.9215,63502.55194,"2017"
"1251","19-07","13:50",52977.48607,63909.98744,58438.10965,70086.91111,77332.78495,"2017"
"1252","19-07","14:00",57098.68773,67965.41734,58241.61841,66582.3315,70595.90115,"2017"
"1253","19-07","14:10",61181.19797,62351.74337,60304.89932,68324.65867,75396.81294,"2017"
"1254","19-07","14:20",54620.13135,58606.12364,58594.38327,69916.44877,68621.53561,"2017"
"1255","19-07","14:30",56413.4768,62200.64508,66951.88309,75636.65554,63658.00668,"2017"
"1256","19-07","14:40",66727.63743,59559.35986,53959.56058,65888.17689,58804.56286,"2017"
"1257","19-07","14:50",75258.68063,63950.29165,62515.5493,69120.0492,60729.11773,"2017"
"1258","19-07","15:00",58075.20281,67054.37328,73743.23407,65887.75005,65004.05022,"2017"
"1259","19-07","15:10",57508.22188,73305.30815,66218.93134,80828.88134,59812.0459,"2017"
"1260","19-07","15:20",59702.27702,72205.37829,53536.64632,69795.44686,61599.24303,"2017"
"1261","19-07","15:30",57935.08422,65078.77115,60602.6846,66146.21102,60989.32543,"2017"
"1262","19-07","15:40",60132.5075,63822.16283,56163.14948,70683.25411,68742.71652,"2017"
"1263","19-07","15:50",59502.78226,68441.42013,55101.80654,74357.55491,63945.03399,"2017"
"1264","19-07","16:00",61222.00181,57779.1614,57127.60542,71951.3355,65292.19481,"2017"
"1265","19-07","16:10",74288.04118,61276.10986,57577.80077,77279.62373,64475.03069,"2017"
"1266","19-07","16:20",59132.72025,62693.98446,56591.15133,67797.10928,73692.39373,"2017"
"1267","19-07","16:30",70463.67304,70581.11666,60553.68286,74241.6722,62034.1901,"2017"
"1268","19-07","16:40",60139.01716,63557.01192,62239.88189,67389.64573,68244.88847,"2017"
"1269","19-07","16:50",67847.31457,63641.66469,57399.3921,65393.00197,64086.06363,"2017"
"1270","19-07","17:00",55663.32182,60439.42562,57598.1637,65524.95099,72582.54332,"2017"
"1271","19-07","17:10",72020.37164,66533.4612,75579.44229,76485.51288,68465.40594,"2017"
"1272","19-07","17:20",60768.29067,66341.22507,57864.01619,64990.17741,64479.12225,"2017"
"1273","19-07","17:30",59416.29869,61464.59652,59375.91462,66939.03785,60650.10563,"2017"
"1274","19-07","17:40",62248.65225,67400.73386,58461.10194,66345.60154,71972.65768,"2017"
"1275","19-07","17:50",65080.60648,61443.18455,64668.90207,69666.02675,60320.20235,"2017"
"1276","19-07","18:00",58838.80754,63104.1907,55743.31028,70384.53519,77861.97598,"2017"
"1277","19-07","18:10",63129.82802,63334.18963,57066.83558,66829.56882,59751.65656,"2017"
"1278","19-07","18:20",62831.66231,62138.88448,61037.22313,75655.08996,60033.17414,"2017"
"1279","19-07","18:30",58102.08797,62344.24425,56668.29281,67018.36437,61110.0798,"2017"
"1280","19-07","18:40",59963.57967,59855.68218,62157.75619,77371.90267,58953.16723,"2017"
"1281","19-07","18:50",60868.56068,63069.69033,61096.90997,64756.98227,58302.18642,"2017"
"1282","19-07","19:00",64666.21731,64507.20875,63655.43952,60975.11502,65752.48883,"2017"
"1283","19-07","19:10",57425.70665,80241.08274,66902.79364,71066.71186,63240.37589,"2017"
"1284","19-07","19:20",59106.82554,68752.14855,57085.68944,68062.49826,64616.07457,"2017"
"1285","19-07","19:30",58211.80616,60980.71233,65807.59461,75587.15181,61221.09873,"2017"
"1286","19-07","19:40",57786.41648,58027.75155,57907.37778,67627.09983,57439.6371,"2017"
"1287","19-07","19:50",59283.64215,78215.41761,54727.46871,64444.2453,62357.25474,"2017"
"1288","19-07","20:00",55256.6383,63072.15668,63845.52235,77889.51547,61949.40075,"2017"
"1289","19-07","20:10",64009.14117,65958.70183,61717.86973,66675.73282,77789.07427,"2017"
"1290","19-07","20:20",63262.16956,63055.20969,58374.67116,73965.14403,62786.24518,"2017"
"1291","19-07","20:30",63699.87252,62586.2672,58984.70949,69220.31012,60712.17707,"2017"
"1292","19-07","20:40",68400.58821,65864.32976,63275.19081,66596.5829,58405.82602,"2017"
"1293","19-07","20:50",63773.47464,60762.33631,60547.71635,75188.15451,61966.69099,"2017"
"1294","19-07","21:00",58251.19892,63066.37656,64934.66305,69977.80892,62835.34265,"2017"
"1295","19-07","21:10",58961.88339,62696.42536,59051.32396,70592.14125,61201.80915,"2017"
"1296","19-07","21:20",54005.43343,65770.73436,59743.4159,72332.47327,62170.60178,"2017"
"1297","19-07","21:30",61312.30216,58179.17186,66662.82644,73810.58422,72467.992,"2017"
"1298","19-07","21:40",61958.90498,63666.27595,61641.18724,74910.09057,75043.16335,"2017"
"1299","19-07","21:50",56808.91408,65170.96768,61708.86725,59798.26634,66466.7388,"2017"
"1300","19-07","22:00",57113.5088,61515.47343,62336.43861,71713.75216,63765.61662,"2017"
"1301","19-07","22:10",53795.60672,61484.49104,59459.69477,67423.68744,61532.09527,"2017"
"1302","19-07","22:20",58018.71,68263.99308,56765.52544,79318.25954,69896.8492,"2017"
"1303","19-07","22:30",66607.33175,61068.87171,59276.88698,64237.1001,56933.62118,"2017"
"1304","19-07","22:40",61891.09486,67197.27764,64059.02702,64210.67644,61446.58824,"2017"
"1305","19-07","22:50",56578.05322,64169.47986,67822.65037,61397.48979,60293.51422,"2017"
"1306","19-07","23:00",57618.63627,59665.10532,58070.02282,68313.14243,61722.46951,"2017"
"1307","19-07","23:10",68285.11182,67829.54106,57325.14212,69149.61759,60975.9911,"2017"
"1308","19-07","23:20",55875.17334,71502.75438,57763.41269,61678.0277,58532.06557,"2017"
"1309","19-07","23:30",59011.15708,64206.77686,69232.49584,66654.43056,64798.05765,"2017"
"1310","19-07","23:40",58966.58998,63349.78376,56374.94935,60742.42138,61302.57491,"2017"
"1311","19-07","23:50",64365.74975,64325.4672,61895.46098,63086.4843,61225.17011,"2017"
"1312","20-07","00:00",59531.93653,63417.76935,70166.09361,61102.23278,61812.00437,"2017"
"1313","20-07","00:10",63659.01463,62219.2346,56276.37704,64935.36096,62968.16104,"2017"
"1314","20-07","00:20",62085.52948,70630.46993,58205.77017,71819.88825,57108.13037,"2017"
"1315","20-07","00:30",69655.65586,69950.60485,57496.44094,62131.01429,61981.86526,"2017"
"1316","20-07","00:40",57524.93789,78166.1456,60875.4484,70335.08301,59044.61426,"2017"
"1317","20-07","00:50",55655.88888,73891.10056,57877.03293,77338.90431,60200.68223,"2017"
"1318","20-07","01:00",67358.63372,80622.58969,73213.50557,66489.22674,59039.0784,"2017"
"1319","20-07","01:10",65838.02545,65510.10298,59232.54514,70418.84366,55508.61369,"2017"
"1320","20-07","01:20",57233.49257,66491.62332,63699.67979,71934.43408,60638.91367,"2017"
"1321","20-07","01:30",61719.73001,61905.5497,59913.69801,64230.55573,63675.21366,"2017"
"1322","20-07","01:40",58822.49833,63736.58925,73087.40022,67158.34577,61556.21341,"2017"
"1323","20-07","01:50",54056.1532,72678.71052,60245.69448,71901.71384,66683.82628,"2017"
"1324","20-07","02:00",53731.50709,69653.12499,63640.22545,64588.39134,63322.58534,"2017"
"1325","20-07","02:10",58854.24336,70109.82112,56488.96992,66047.7529,62526.52526,"2017"
"1326","20-07","02:20",66467.3594,68553.75471,58002.56456,67796.29755,56792.44026,"2017"
"1327","20-07","02:30",57955.00238,67956.30034,60414.60835,61305.46725,61473.76497,"2017"
"1328","20-07","02:40",58425.51405,69532.39122,57561.67815,69530.88089,59432.22098,"2017"
"1329","20-07","02:50",57576.53728,61141.57266,61849.71509,71868.98351,60242.97881,"2017"
"1330","20-07","03:00",62262.08551,62023.22884,58340.29581,66237.43434,60791.10869,"2017"
"1331","20-07","03:10",62811.8506,80170.64785,55893.64791,66392.45306,56244.92656,"2017"
"1332","20-07","03:20",63058.23044,62387.58274,61356.64414,80228.80257,67130.14026,"2017"
"1333","20-07","03:30",59223.00346,67235.52008,55342.36695,78300.37935,65214.20958,"2017"
"1334","20-07","03:40",56595.79806,65570.84382,59047.57078,66992.52732,66081.48363,"2017"
"1335","20-07","03:50",65206.70844,62699.01536,59876.80101,77134.63022,62580.60242,"2017"
"1336","20-07","04:00",61531.80219,64030.19881,58816.89506,64825.99393,74393.9154,"2017"
"1337","20-07","04:10",58442.96814,64517.35209,62598.76802,62773.19763,59076.98906,"2017"
"1338","20-07","04:20",65062.23255,68630.97468,58628.79172,61565.74938,62598.73582,"2017"
"1339","20-07","04:30",60075.62848,72964.65767,59309.33689,71203.02336,65513.99917,"2017"
"1340","20-07","04:40",71300.55221,68124.70378,55559.08997,67364.02534,65857.82663,"2017"
"1341","20-07","04:50",55732.06089,80670.70495,57271.95723,73806.66198,58439.81907,"2017"
"1342","20-07","05:00",59389.23804,74467.03806,57833.83656,68205.57751,61521.21694,"2017"
"1343","20-07","05:10",57302.89647,62298.23429,65453.09257,63349.95795,56878.23746,"2017"
"1344","20-07","05:20",62545.60936,63339.27324,57422.78975,69644.47533,58897.1039,"2017"
"1345","20-07","05:30",66655.51242,65059.45083,63330.17316,60903.02119,63847.21744,"2017"
"1346","20-07","05:40",59314.84504,60184.87565,54548.32286,64033.65099,62888.1496,"2017"
"1347","20-07","05:50",59549.95848,66295.731,59162.31665,68535.26265,61109.3085,"2017"
"1348","20-07","06:00",65362.13993,75623.6125,56123.44977,66434.01997,56705.91916,"2017"
"1349","20-07","06:10",71113.49594,66473.58689,59818.05402,66968.42129,64073.08374,"2017"
"1350","20-07","06:20",57800.59967,56431.85356,59567.84164,69573.1537,65049.18791,"2017"
"1351","20-07","06:30",66266.76443,62833.00482,57479.03357,60217.39747,60343.60195,"2017"
"1352","20-07","06:40",60629.41834,71229.04067,58886.2816,69684.46983,63153.10236,"2017"
"1353","20-07","06:50",59326.15869,58643.72042,60627.50746,63382.50112,68356.77637,"2017"
"1354","20-07","07:00",58932.26044,63790.04554,59368.19771,80657.53719,57971.74581,"2017"
"1355","20-07","07:10",60374.09196,62054.44916,58700.03919,65603.4318,69139.92558,"2017"
"1356","20-07","07:20",74649.73589,62984.44928,58106.92913,80540.20867,60962.71338,"2017"
"1357","20-07","07:30",67283.67604,57988.25348,59207.44651,64860.98005,63128.74894,"2017"
"1358","20-07","07:40",59605.62676,69503.50163,62568.99813,64759.95293,73379.48061,"2017"
"1359","20-07","07:50",62448.18892,63033.42975,59628.15434,65144.42708,63940.50463,"2017"
"1360","20-07","08:00",67861.26715,67217.56925,58270.33826,78463.53606,69720.1387,"2017"
"1361","20-07","08:10",57315.72157,67256.9242,59526.7102,65850.16398,63961.34652,"2017"
"1362","20-07","08:20",59088.51835,64711.3117,56824.06919,63660.46642,56936.24733,"2017"
"1363","20-07","08:30",60977.34278,64208.09759,57033.81386,79826.22849,72872.30971,"2017"
"1364","20-07","08:40",60305.42715,69301.78143,55538.54091,64809.68165,58072.98672,"2017"
"1365","20-07","08:50",56843.91341,66042.69036,59167.79262,65203.64133,59615.48068,"2017"
"1366","20-07","09:00",65814.20585,67749.37874,67937.18673,61503.95478,65861.9434,"2017"
"1367","20-07","09:10",60379.39946,63798.66818,61522.03673,75757.78357,66222.56231,"2017"
"1368","20-07","09:20",58054.54698,63503.14455,57465.98211,66246.08223,59340.42051,"2017"
"1369","20-07","09:30",60296.94191,69076.54113,58847.51086,67272.92031,76279.00585,"2017"
"1370","20-07","09:40",60815.80118,73355.37484,65062.42711,72968.62609,73042.7536,"2017"
"1371","20-07","09:50",58503.00449,61830.91085,55928.72072,69770.12905,59774.95125,"2017"
"1372","20-07","10:00",56488.25678,61704.06561,55779.92423,64593.80081,60788.68066,"2017"
"1373","20-07","10:10",62444.25022,72021.39631,60958.17067,66145.05823,70270.11037,"2017"
"1374","20-07","10:20",60280.18616,68963.31644,60076.5604,63102.6387,66173.54038,"2017"
"1375","20-07","10:30",60904.237,68578.60194,72320.36971,72159.98494,65013.65187,"2017"
"1376","20-07","10:40",66892.34389,70281.33439,55671.99071,68916.07101,65604.76677,"2017"
"1377","20-07","10:50",54988.65782,59353.19812,67735.78404,75545.63115,62132.25702,"2017"
"1378","20-07","11:00",64260.41739,63551.8243,57742.01448,65182.45455,67868.86563,"2017"
"1379","20-07","11:10",54885.28377,69002.68318,66180.33114,74083.08533,74576.2294,"2017"
"1380","20-07","11:20",58743.69294,63052.18229,58565.11921,64430.19522,69612.63105,"2017"
"1381","20-07","11:30",58414.91059,68724.6043,58902.41992,78867.78712,59550.75484,"2017"
"1382","20-07","11:40",66557.24103,77615.94389,57079.08149,69193.91652,70174.32902,"2017"
"1383","20-07","11:50",74306.25034,67360.14433,58659.44436,63050.87835,61575.86326,"2017"
"1384","20-07","12:00",65496.31344,63184.97672,55642.56627,62693.78865,63651.3717,"2017"
"1385","20-07","12:10",54618.51502,58773.29942,61127.68604,82594.51865,74078.51236,"2017"
"1386","20-07","12:20",74673.40594,65684.25043,57869.69884,69514.90047,65710.28083,"2017"
"1387","20-07","12:30",71277.21622,69776.82875,59385.11518,68221.31111,76844.89614,"2017"
"1388","20-07","12:40",71727.58319,68318.44535,59397.25245,62917.01251,64918.0495,"2017"
"1389","20-07","12:50",54924.95117,72092.13482,54578.97172,78992.21649,58491.3214,"2017"
"1390","20-07","13:00",59628.30982,61540.66294,54415.43977,78856.97463,67781.57474,"2017"
"1391","20-07","13:10",55169.1252,66543.10468,57693.08465,62946.88717,64207.76871,"2017"
"1392","20-07","13:20",58656.83164,60154.74178,57157.95267,76793.10313,71053.74174,"2017"
"1393","20-07","13:30",67601.34276,66390.11328,57785.36396,61299.95372,65779.43997,"2017"
"1394","20-07","13:40",71234.60604,57852.67203,59723.50702,73326.09106,63570.88214,"2017"
"1395","20-07","13:50",59972.17962,64081.93232,57837.29303,63882.6119,62355.71435,"2017"
"1396","20-07","14:00",57903.08519,63416.92682,64965.28932,67483.75869,65096.82315,"2017"
"1397","20-07","14:10",56515.1607,61510.41535,56282.32015,66912.78286,67801.83164,"2017"
"1398","20-07","14:20",61705.81793,63768.01972,58165.62358,74923.63369,63066.38878,"2017"
"1399","20-07","14:30",59078.45099,60227.0565,61048.97916,69060.9984,73013.85175,"2017"
"1400","20-07","14:40",71387.96953,60244.07566,53940.21066,65893.58042,62753.77938,"2017"
"1401","20-07","14:50",53119.51133,59768.79384,57518.98578,61266.74961,65588.73118,"2017"
"1402","20-07","15:00",58526.09558,66182.92394,63463.92848,70912.47496,75233.09532,"2017"
"1403","20-07","15:10",56419.02298,64756.10823,55987.42067,62488.11819,67042.78451,"2017"
"1404","20-07","15:20",60757.41695,61622.22442,67138.62627,75411.26126,70136.28915,"2017"
"1405","20-07","15:30",63563.46767,59248.87268,61177.18226,66149.41674,68310.3354,"2017"
"1406","20-07","15:40",57002.43476,65028.01284,70915.04855,67110.40666,63776.75746,"2017"
"1407","20-07","15:50",61065.87512,62160.09263,70317.87809,79006.22357,68797.91284,"2017"
"1408","20-07","16:00",59516.5706,56109.3808,55328.47217,62394.73276,81786.45382,"2017"
"1409","20-07","16:10",53815.38462,61484.57401,58234.69979,65183.78854,73829.84537,"2017"
"1410","20-07","16:20",53604.63869,57722.55752,60352.17279,79397.03556,74648.81071,"2017"
"1411","20-07","16:30",56065.73518,59588.62036,66558.80732,68852.14782,72131.45176,"2017"
"1412","20-07","16:40",63818.43545,68832.78693,71017.495,72663.12674,57657.42732,"2017"
"1413","20-07","16:50",59483.27588,56306.06143,65580.67483,72444.47258,62749.98522,"2017"
"1414","20-07","17:00",54306.72661,63048.89548,70385.45184,66698.10728,62542.74995,"2017"
"1415","20-07","17:10",56470.10417,62454.43929,56024.52322,64793.35095,66829.89738,"2017"
"1416","20-07","17:20",60185.30484,60385.56995,61252.62836,79429.54713,61791.77228,"2017"
"1417","20-07","17:30",58083.07174,63143.77462,58654.23142,61844.9279,60445.33459,"2017"
"1418","20-07","17:40",57815.46846,65635.96722,67477.17812,78605.74651,75592.61126,"2017"
"1419","20-07","17:50",56686.35486,62159.89597,55585.86877,84705.17024,59552.87298,"2017"
"1420","20-07","18:00",60244.95491,80538.16307,57773.04383,64270.18747,62030.89214,"2017"
"1421","20-07","18:10",63693.28033,70319.70462,55425.26941,65790.64446,66664.01487,"2017"
"1422","20-07","18:20",59959.493,59569.43823,55854.48579,68075.32379,61340.33446,"2017"
