"","Date","T","s32","s35","s40","s8","s5","Year"
"295","12-07","22:10",62179.74406,66942.54546,59023.87947,63401.3535,63767.6332,"2017"
"296","12-07","22:20",71403.96093,67381.10356,59258.10961,70567.04901,58608.83765,"2017"
"297","12-07","22:30",66132.96937,71880.3805,61033.86062,66873.23538,63157.92203,"2017"
"298","12-07","22:40",60425.55335,66396.49124,69559.55382,60556.6385,58684.90301,"2017"
"299","12-07","22:50",61436.43533,68236.58997,58845.50841,66783.49257,57438.26501,"2017"
"300","12-07","23:00",64907.30759,65607.19973,59186.04173,67185.04806,63407.81359,"2017"
"301","12-07","23:10",68151.99181,68586.77631,57660.86411,68738.64835,60445.02641,"2017"
"302","12-07","23:20",66724.10831,63619.1197,61598.84694,67835.38233,56778.14226,"2017"
"303","12-07","23:30",75282.40502,72216.01021,60090.70874,64214.20882,58968.21353,"2017"
"304","12-07","23:40",60212.93227,65524.38695,56771.38986,73288.76621,63191.05869,"2017"
"305","12-07","23:50",57518.92172,59253.01389,61336.16166,72514.72546,59139.32591,"2017"
"306","13-07","00:00",57778.90353,67683.84403,57755.86368,65737.40432,61437.97896,"2017"
"307","13-07","00:10",72074.09904,60301.33766,62398.14976,69766.70067,70427.1629,"2017"
"308","13-07","00:20",61097.79595,69353.53472,59020.12418,60961.05007,64519.38043,"2017"
"309","13-07","00:30",63106.53419,65127.273,60121.86282,68606.5803,64552.5954,"2017"
"310","13-07","00:40",57693.31379,65426.21492,57874.60997,66742.63318,62288.29935,"2017"
"311","13-07","00:50",55907.7212,70804.97258,61578.16165,65428.00609,57968.7025,"2017"
"312","13-07","01:00",59494.74717,65353.85296,57601.92925,66587.24727,63718.845,"2017"
"313","13-07","01:10",56341.12211,59202.97307,61552.43187,66257.51188,62574.83287,"2017"
"314","13-07","01:20",58068.51453,63042.47797,61670.70695,69500.49676,64327.78203,"2017"
"315","13-07","01:30",55702.10529,71681.56109,61548.36718,75567.0625,64128.04435,"2017"
"316","13-07","01:40",62795.06347,60571.6228,63262.20897,64742.53936,63326.97879,"2017"
"317","13-07","01:50",59179.52962,75602.12647,59858.71951,66318.09176,63617.12674,"2017"
"318","13-07","02:00",66880.08668,65381.01183,57757.75609,73088.42106,68433.78502,"2017"
"319","13-07","02:10",71554.14275,61115.31078,58790.9625,78033.26251,55988.69809,"2017"
"320","13-07","02:20",56523.1792,66290.19941,65989.94475,71522.08042,67838.59522,"2017"
"321","13-07","02:30",55531.34421,64078.25932,54721.23333,68159.60466,56607.66053,"2017"
"322","13-07","02:40",60415.77549,64000.38182,57388.60796,67878.63838,66777.906,"2017"
"323","13-07","02:50",69753.21966,65744.23961,59479.66508,63823.20428,64232.24982,"2017"
"324","13-07","03:00",66656.2935,68134.12864,57596.66726,65083.39612,61794.29609,"2017"
"325","13-07","03:10",56104.91251,68581.74308,56722.80451,70280.825,59326.75196,"2017"
"326","13-07","03:20",59071.94991,64091.50846,54537.11769,67095.82935,61800.33873,"2017"
"327","13-07","03:30",59092.62839,59796.45008,58656.1928,73287.27936,60919.43301,"2017"
"328","13-07","03:40",61263.19969,69778.3646,60462.77034,68541.68994,60542.45735,"2017"
"329","13-07","03:50",62684.71216,66961.91291,63398.03014,61732.6891,61801.76195,"2017"
"330","13-07","04:00",59555.5949,58913.66886,61508.76017,65569.47479,59781.59235,"2017"
"331","13-07","04:10",57432.81896,70002.80941,55966.383,69945.62157,62596.89516,"2017"
"332","13-07","04:20",63199.50729,61011.66596,60753.61911,65867.87558,74886.64172,"2017"
"333","13-07","04:30",73505.45499,64541.58666,57000.53512,62782.92846,69192.68146,"2017"
"334","13-07","04:40",56325.36107,64223.43361,57360.36324,65597.12657,58921.71364,"2017"
"335","13-07","04:50",59693.18591,66720.26125,63852.01972,60001.88408,58001.58092,"2017"
"336","13-07","05:00",65878.90102,75123.52265,66399.8797,68478.48746,57693.84588,"2017"
"337","13-07","05:10",66144.47377,66881.741,62076.12132,64777.49845,61977.89344,"2017"
"338","13-07","05:20",72067.64375,67359.97253,56560.87259,61883.15929,60281.36793,"2017"
"339","13-07","05:30",57797.67895,72274.06136,62509.67737,72548.20054,63205.33499,"2017"
"340","13-07","05:40",69216.21777,67537.43115,61692.34256,75674.75675,62210.79472,"2017"
"341","13-07","05:50",56834.03118,59250.50139,70032.33064,72789.46653,67376.61613,"2017"
"342","13-07","06:00",56086.29068,63592.67138,62111.66323,67007.95455,69678.71805,"2017"
"343","13-07","06:10",60068.48377,65473.60306,57458.4154,65923.76145,63500.63924,"2017"
"344","13-07","06:20",60224.78419,65687.77571,60927.35891,60617.9211,62278.83504,"2017"
"345","13-07","06:30",57604.17647,63746.62063,60196.27649,64991.42873,57720.69445,"2017"
"346","13-07","06:40",56753.82014,72709.78893,58498.01651,66482.37339,63832.01857,"2017"
"347","13-07","06:50",65149.4276,68056.55968,54975.68569,65747.97685,79398.18674,"2017"
"348","13-07","07:00",65909.65921,62593.18837,59207.04543,65433.60347,58420.13528,"2017"
"349","13-07","07:10",55793.63478,65000.20095,61897.95108,62194.04774,60995.98954,"2017"
"350","13-07","07:20",59772.41479,61941.43668,69033.89901,68490.93771,65742.44296,"2017"
"351","13-07","07:30",58576.64283,65327.81573,70852.7329,61838.76876,55724.097,"2017"
"352","13-07","07:40",72708.73598,66259.38404,55199.90207,65132.21401,54514.46539,"2017"
"353","13-07","07:50",64496.69866,63892.19496,56578.50386,61922.64816,56380.29886,"2017"
"354","13-07","08:00",58698.18393,80345.1242,62074.09243,65692.03682,65280.59865,"2017"
"355","13-07","08:10",61218.62021,66883.35591,59561.74686,74278.5026,58745.46607,"2017"
"356","13-07","08:20",61455.93332,69904.91959,55697.12363,75635.67649,60152.86394,"2017"
"357","13-07","08:30",61723.65693,67799.00429,59592.61125,64508.41664,75274.71519,"2017"
"358","13-07","08:40",61926.1469,59166.85297,60955.85094,64771.27613,74336.63117,"2017"
"359","13-07","08:50",60134.00437,60446.81413,69743.87799,64954.35189,68308.08297,"2017"
"360","13-07","09:00",67583.42381,66249.96697,66955.80552,65069.19648,70829.87852,"2017"
"361","13-07","09:10",59910.46394,75463.4232,65265.36242,80997.62483,60736.46732,"2017"
"362","13-07","09:20",63287.67405,68665.42683,71187.81051,70717.34295,67565.89948,"2017"
"363","13-07","09:30",57676.43856,75523.85575,62604.62461,64579.61392,58760.14534,"2017"
"364","13-07","09:40",72094.37322,70949.10604,61224.99704,63821.08926,64773.74883,"2017"
"365","13-07","09:50",65921.24541,62411.09636,60516.20109,69854.20677,63758.1198,"2017"
"366","13-07","10:00",61735.97236,56375.00054,61383.7256,69816.19436,62766.28623,"2017"
"367","13-07","10:10",55989.86325,63227.17859,57063.62624,69477.05572,71960.34619,"2017"
"368","13-07","10:20",60705.4002,76920.33191,56408.13765,65920.66115,66106.62185,"2017"
"369","13-07","10:30",69627.56814,62542.02728,57309.82245,66094.11219,69420.16316,"2017"
"370","13-07","10:40",62312.04336,64880.65081,58529.15541,65410.34373,63124.80967,"2017"
"371","13-07","10:50",55302.13116,79419.84997,54546.4519,69182.91725,68623.91783,"2017"
"372","13-07","11:00",55709.03264,71881.93457,59498.81337,64954.27772,62724.43061,"2017"
"373","13-07","11:10",55560.85483,61139.38141,55533.419,63675.3299,60514.93548,"2017"
"374","13-07","11:20",56087.39423,62585.07451,59515.80235,64099.56747,62377.22698,"2017"
"375","13-07","11:30",57322.57604,62843.99039,71826.38089,71584.91203,64041.06486,"2017"
"376","13-07","11:40",60616.77735,62188.04284,57391.80138,67009.24385,67426.26238,"2017"
"377","13-07","11:50",58740.64106,70089.23644,69279.05213,68900.10051,65643.14995,"2017"
"378","13-07","12:00",58578.88995,70135.99801,57063.71072,74801.83407,71202.76114,"2017"
"379","13-07","12:10",65479.48738,58224.84147,56925.69427,70172.36354,68239.29864,"2017"
"380","13-07","12:20",58019.27135,65198.77077,56870.12811,72243.20889,72683.65109,"2017"
"381","13-07","12:30",57534.23594,69867.05923,59188.719,75104.88285,63601.27763,"2017"
"382","13-07","12:40",61907.63922,65096.12898,56984.0068,68296.63165,58537.93192,"2017"
"383","13-07","12:50",58221.72161,65231.36296,56183.18299,76709.42365,63779.35413,"2017"
"384","13-07","13:00",58119.60167,64112.20548,63540.99074,78373.44311,63498.52321,"2017"
"385","13-07","13:10",62859.45917,63669.42694,58955.96456,69339.28821,64512.67205,"2017"
"386","13-07","13:20",63863.38792,58761.18868,62456.47542,69322.58546,68938.01336,"2017"
"387","13-07","13:30",72560.41365,72804.35752,68749.04995,84717.91276,65143.685,"2017"
"388","13-07","13:40",59131.21714,78736.02813,56657.01516,66661.62619,61047.21178,"2017"
"389","13-07","13:50",59812.61077,63241.86923,64381.73778,63908.22375,56479.08933,"2017"
"390","13-07","14:00",60507.43329,70038.77276,60887.79917,73777.2184,68715.51229,"2017"
"391","13-07","14:10",71415.98737,69288.57564,56880.65961,67041.99136,60565.42916,"2017"
"392","13-07","14:20",71340.31502,71935.11191,54596.55132,59512.7448,70337.53902,"2017"
"393","13-07","14:30",59103.00535,82518.58818,65407.98139,72685.82278,63602.14996,"2017"
"394","13-07","14:40",56534.98826,59634.14576,55457.67524,79816.02298,56810.25414,"2017"
"395","13-07","14:50",56597.27036,64061.71465,61167.53393,71819.04446,65542.91226,"2017"
"396","13-07","15:00",61312.09637,66679.84365,61620.17733,71179.20294,62610.13055,"2017"
"397","13-07","15:10",60879.78724,69249.56219,63037.47279,72727.69881,64353.13885,"2017"
"398","13-07","15:20",64766.0152,61296.41494,60040.40789,64392.65151,62629.06497,"2017"
"399","13-07","15:30",58175.04711,59185.77521,61503.31234,64981.42471,67937.92559,"2017"
"400","13-07","15:40",56257.78337,68766.20979,63084.7077,68405.94145,80060.03387,"2017"
"401","13-07","15:50",58694.85488,69771.86421,64074.43922,65623.63448,58313.2536,"2017"
"402","13-07","16:00",60929.71838,63398.11899,63747.15961,64880.21745,67435.16049,"2017"
"403","13-07","16:10",56158.59818,66119.15765,56325.03388,68697.44779,74266.33666,"2017"
"404","13-07","16:20",56505.26982,66242.03486,58043.64851,76332.4915,72908.25977,"2017"
"405","13-07","16:30",55159.26496,65962.34916,61197.74836,67556.6626,78469.46355,"2017"
"406","13-07","16:40",61552.42171,63223.8098,61310.90462,67699.05409,71876.42354,"2017"
"407","13-07","16:50",59485.99082,60697.16521,59229.67251,67769.45041,63916.24982,"2017"
"408","13-07","17:00",78716.44645,66342.77333,55717.4635,65702.74128,67465.62774,"2017"
"409","13-07","17:10",74940.92748,60095.28663,62872.64597,70395.7296,63005.34583,"2017"
"410","13-07","17:20",70182.20756,64784.69087,63049.52852,80428.92905,59195.25848,"2017"
"411","13-07","17:30",57808.90301,68339.80325,73327.77112,78668.27111,80836.50232,"2017"
"412","13-07","17:40",55020.36781,64594.07785,60492.25929,69376.34716,58511.676,"2017"
"413","13-07","17:50",59127.67595,67863.90091,57844.79035,65783.12488,64957.24079,"2017"
"414","13-07","18:00",56849.32567,58475.94369,58069.22425,64271.26793,58555.49823,"2017"
"415","13-07","18:10",67296.86107,61558.22741,72182.82934,68808.4736,65326.58038,"2017"
"416","13-07","18:20",57503.12991,64003.66718,59590.17451,67040.48222,68665.94327,"2017"
"417","13-07","18:30",56456.77953,63487.51122,54987.48533,65231.71709,64805.43233,"2017"
"418","13-07","18:40",60471.13243,66261.2144,57383.93801,64471.29574,68799.35997,"2017"
"419","13-07","18:50",59497.91204,61069.83618,58859.50055,81331.8421,60927.7699,"2017"
"420","13-07","19:00",62516.10718,62717.13034,61275.3379,65720.23947,57074.98343,"2017"
"421","13-07","19:10",58255.42527,76121.29576,63152.91807,70173.55347,66503.58828,"2017"
"422","13-07","19:20",57219.21652,65629.38319,61130.36401,68214.92707,66440.04937,"2017"
"423","13-07","19:30",69194.22137,64170.80819,73419.73621,63451.06093,62545.89929,"2017"
"424","13-07","19:40",61743.80714,63306.96585,58328.27463,71638.25776,75396.82217,"2017"
"425","13-07","19:50",62626.26825,64134.54501,58477.10348,66010.16455,63190.40367,"2017"
"426","13-07","20:00",63806.03255,63060.68626,57744.16033,64040.06834,67962.30714,"2017"
"427","13-07","20:10",70198.96898,71747.17076,60026.71954,65956.26201,67740.16846,"2017"
"428","13-07","20:20",57389.67776,69054.47407,57974.14435,75351.1728,58813.13022,"2017"
"429","13-07","20:30",61588.44049,76832.87197,64162.48335,76945.52842,74032.17645,"2017"
"430","13-07","20:40",73177.45744,70409.18112,57449.12939,68075.84106,77119.88798,"2017"
"431","13-07","20:50",67029.16458,67239.60821,70250.8015,65157.23579,70168.14063,"2017"
"432","13-07","21:00",70728.69751,64568.92695,57964.38773,61363.28151,63921.15681,"2017"
"433","13-07","21:10",57801.01659,75926.88347,64906.88721,73364.53933,61197.60239,"2017"
"434","13-07","21:20",62600.85229,70429.15536,59047.87032,68785.29491,59026.89153,"2017"
"435","13-07","21:30",60464.60425,67515.03691,68803.14894,61509.98884,67469.49833,"2017"
"436","13-07","21:40",60907.97736,61801.07023,56479.55594,64527.48641,61510.53544,"2017"
"437","13-07","21:50",55654.21914,61744.60728,61555.80212,64743.66389,62304.25039,"2017"
"438","13-07","22:00",71029.69861,64053.88083,57818.64781,61749.32879,60726.82155,"2017"
"439","13-07","22:10",59774.13832,80193.1441,60519.98425,62410.9322,63588.69257,"2017"
"440","13-07","22:20",60652.73895,64947.07479,60961.44895,62258.56238,65746.54284,"2017"
"441","13-07","22:30",60618.96825,61232.27886,64355.60827,62393.49164,60560.29245,"2017"
"442","13-07","22:40",56309.81751,61728.8612,57073.73911,76396.46749,62306.05939,"2017"
"443","13-07","22:50",59651.22716,59359.21914,65152.75011,63701.10486,60667.46425,"2017"
"444","13-07","23:00",62706.40442,67462.20929,62185.11229,67807.05253,57347.94081,"2017"
"445","13-07","23:10",57303.26241,65112.55664,55793.74984,65276.98315,60542.80201,"2017"
"446","13-07","23:20",70244.0758,67352.70812,64214.89152,61821.12138,58910.74026,"2017"
"447","13-07","23:30",59934.61225,66504.41261,61189.73713,64566.94859,62368.66834,"2017"
"448","13-07","23:40",61601.73799,65432.96349,58948.48417,66381.3159,61871.56682,"2017"
"449","13-07","23:50",60400.80592,60880.4679,60952.37684,66198.31232,62120.65765,"2017"
"450","14-07","00:00",73073.89626,62041.11961,70821.11897,61600.25788,72517.50907,"2017"
"451","14-07","00:10",57799.04553,69224.71689,62040.1079,66240.81091,63143.38143,"2017"
"452","14-07","00:20",59757.85622,68377.72216,59964.31876,61674.2515,62136.26153,"2017"
"453","14-07","00:30",66853.86759,68104.76157,63867.20527,68016.94185,59388.21744,"2017"
"454","14-07","00:40",57527.06347,68772.86747,62596.51958,62528.4091,60750.54278,"2017"
"455","14-07","00:50",70665.65641,61281.70173,67286.03011,66957.51208,60514.1167,"2017"
"456","14-07","01:00",62532.10038,64330.43865,57921.66732,62539.16849,71460.73083,"2017"
"457","14-07","01:10",59260.07006,63853.83595,61578.36434,66556.2766,60634.51399,"2017"
"458","14-07","01:20",58964.68712,65128.6413,62434.00656,65288.97045,61875.3921,"2017"
"459","14-07","01:30",66668.99863,63965.76276,59492.29597,57468.97522,56272.36896,"2017"
"460","14-07","01:40",62401.26366,68429.18585,58587.49558,69386.76435,65859.03093,"2017"
"461","14-07","01:50",63795.16912,69100.4177,62531.11493,62326.06084,58326.24685,"2017"
"462","14-07","02:00",65048.73292,69900.43813,58455.2209,66583.43474,60489.96354,"2017"
"463","14-07","02:10",60659.43957,72541.50875,58840.67479,61630.39941,70791.79496,"2017"
"464","14-07","02:20",66621.94373,66697.10704,56865.31597,64352.61718,65289.29534,"2017"
"465","14-07","02:30",66875.25141,76152.08324,57963.58412,64082.77169,73350.52663,"2017"
"466","14-07","02:40",59617.04029,71712.89118,64235.93179,63331.17782,72145.05791,"2017"
"467","14-07","02:50",58102.20566,60134.51787,56515.48653,60341.38635,59627.92729,"2017"
"468","14-07","03:00",56330.15947,59583.59808,58882.3691,63172.62727,70923.78548,"2017"
"469","14-07","03:10",59782.6019,67361.45789,56547.79818,77111.49873,55375.31701,"2017"
"470","14-07","03:20",63564.55609,61605.34664,67228.87154,62085.3234,55534.97328,"2017"
"471","14-07","03:30",56333.39591,64820.05975,55350.1527,64901.04641,73749.63749,"2017"
"472","14-07","03:40",63031.77991,70367.4122,63574.77698,67698.50747,60509.4489,"2017"
"473","14-07","03:50",68857.49195,62433.51406,61091.49078,60729.29932,63084.30932,"2017"
"474","14-07","04:00",61510.5041,71766.02067,60061.8833,61684.88687,74513.68706,"2017"
"475","14-07","04:10",57257.91071,59403.79859,58271.50695,63863.47083,66403.06095,"2017"
"476","14-07","04:20",63428.97143,62125.52774,57143.67665,63043.82096,57602.38943,"2017"
"477","14-07","04:30",57989.7754,75555.58048,60320.26779,64179.65859,59358.36196,"2017"
"478","14-07","04:40",57009.13422,75263.4348,58185.57876,60679.2498,67996.87993,"2017"
"479","14-07","04:50",54900.71152,62442.4424,58559.23743,69930.65059,59008.6573,"2017"
"480","14-07","05:00",54928.77026,70926.14211,54360.2197,63685.35693,59701.12815,"2017"
"481","14-07","05:10",63039.53268,60342.46235,61612.28573,66119.94289,59825.90133,"2017"
"482","14-07","05:20",60261.04526,61137.35424,61022.41773,70907.35778,57890.71041,"2017"
"483","14-07","05:30",58344.44198,64391.60639,56328.4994,68995.2994,56749.45286,"2017"
"484","14-07","05:40",72686.68502,66834.94234,60010.97436,77112.31466,73014.67239,"2017"
"485","14-07","05:50",60043.17946,67420.57758,58033.24883,64170.5731,67701.08618,"2017"
"486","14-07","06:00",55996.39965,62657.88267,62271.60995,74828.18382,61246.99661,"2017"
"487","14-07","06:10",63472.74176,62278.6496,61619.46129,69888.93592,65394.42756,"2017"
"488","14-07","06:20",60832.07919,61694.37643,56344.63249,61907.63289,73652.28482,"2017"
"489","14-07","06:30",55450.83242,73961.05696,60697.95868,59623.90608,62447.51267,"2017"
"490","14-07","06:40",58389.23737,72111.08467,59184.24794,66312.4938,56727.16951,"2017"
"491","14-07","06:50",58859.90545,63107.58202,60027.04729,72062.17398,76522.16358,"2017"
"492","14-07","07:00",59952.44171,69793.17666,62233.96317,65747.61521,57764.29002,"2017"
"493","14-07","07:10",55859.37209,64152.32051,56352.61494,64444.90007,55518.68011,"2017"
"494","14-07","07:20",63429.28009,60053.36311,57979.02495,64250.42942,69551.73778,"2017"
"495","14-07","07:30",59044.08006,58991.21825,56793.67609,71018.04105,63150.14986,"2017"
"496","14-07","07:40",59855.9509,65623.193,62404.69027,64865.9477,57293.51923,"2017"
"497","14-07","07:50",76106.67627,64461.21326,63122.56941,65083.16597,60601.59404,"2017"
"498","14-07","08:00",60011.62248,64035.60611,61780.59172,70344.73746,60449.60599,"2017"
"499","14-07","08:10",61893.22129,64214.16575,61334.34618,61658.08987,72693.42955,"2017"
"500","14-07","08:20",65979.45264,62149.67553,60215.55713,75965.9942,68572.59978,"2017"
"501","14-07","08:30",61930.86123,65668.46015,56207.87292,64984.02179,71244.23639,"2017"
"502","14-07","08:40",56848.24185,65703.98134,60092.84942,62316.72196,60101.80393,"2017"
"503","14-07","08:50",63449.78805,61467.35705,57932.7618,67352.35059,65148.05064,"2017"
"504","14-07","09:00",74695.82851,76514.80482,73609.07095,75559.00326,60973.56753,"2017"
"505","14-07","09:10",60564.70907,60098.39119,61649.42847,66909.56432,74295.20165,"2017"
"506","14-07","09:20",59875.29092,60425.40014,57237.61891,67802.95751,64480.31485,"2017"
"507","14-07","09:30",55338.09646,64196.40667,57491.02802,63990.45655,65994.41599,"2017"
"508","14-07","09:40",65473.84159,67798.74371,59836.30808,79761.5366,75255.73166,"2017"
"509","14-07","09:50",59739.96958,73385.5114,62897.66642,73362.88523,77868.42018,"2017"
"510","14-07","10:00",59818.4731,73156.72851,66747.10424,68120.98881,66816.1163,"2017"
