,CREDSpecies,CoarseFG,FineFG,Classifier,Date Classified,Reference,Notes
Scaridae,Scaridae sp,Herbivore,NA,MD,04/07/2013,Randall,Could be either scraper or excavator
Scaridae,Scarus altipinnis,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus dimidiatus,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus dubius,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus festivus,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus forsteni,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus frenatus,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus fuscocaudalis,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus ghobban,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus globiceps,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus niger,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus oviceps,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus psittacus,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus rubroviolaceus,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus schlegeli,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus sp,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus spinus,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus tricolor,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scaridae,Scarus xanthopleura,Herbivore,Scraper,MD,04/07/2013,Green and Bellwood,
Scombridae,Euthynnus affinis,Carnivore,Diurnal piscivore,MD,05/07/2013,FishBase,
Scombridae,Grammatorcynus bilineatus,Carnivore,Generalist carnivore,MD,05/07/2013,Randall,"Feeds on fish, pelagic crustacean larvae"
Scombridae,Gymnosarda unicolor,Carnivore,Diurnal piscivore,MD,05/07/2013,Randall,
Scombridae,Thunnus albacares,Carnivore,Generalist carnivore,MD,05/07/2013,Rohit et al,"Feeds on fish, pelagic swimming crab, squid, prawn"
Scorpaenidae,Dendrochirus barberi,Carnivore,Generalist carnivore,MD,05/07/2013,Randall,Assumed from genus
Scorpaenidae,Pterois antennata,Carnivore,Generalist carnivore,MD,05/07/2013,Randall,
Scorpaenidae,Pterois sphex,Carnivore,Generalist carnivore,MD,05/07/2013,,Assumed from genus
Scorpaenidae,Pterois volitans,Carnivore,Generalist carnivore,MD,05/07/2013,Kulbicki et al ,"Feeds on fish, benthic inverts"
Scorpaenidae,Scorpaenodes parvipinnis,Carnivore,Generalist carnivore,MD,05/07/2013,Randall,
Scorpaenidae,Scorpaenopsis cacopsis,Carnivore,Generalist carnivore,MD,05/07/2013,Randall,
Scorpaenidae,Scorpaenopsis diabolus,Carnivore,Generalist carnivore,MD,05/07/2013,Randall,
Scorpaenidae,Scorpaenopsis sp,Carnivore,Generalist carnivore,MD,05/07/2013,Randall,
Scorpaenidae,Sebastapistes ballieui,Carnivore,Generalist carnivore,MD,05/07/2013,Randall,
Scorpaenidae,Sebastapistes coniorta,Carnivore,Generalist carnivore,MD,05/07/2013,Randall,
Serranidae,Aethaloperca rogaa,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Anthias sp,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,Assumed
Serranidae,Anyperodon leucogrammicus,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Belonoperca chabanaudi,Carnivore,Diurnal piscivore,MD,08/07/2013,FishBase,
Serranidae,Cephalopholis argus,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Cephalopholis leopardus,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,Assumed from genus
Serranidae,Cephalopholis miniata,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Cephalopholis sexmaculata,Carnivore,Generalist carnivore,MD,08/07/2013,Randall,"Feeds on fish, crustaceans"
Serranidae,Cephalopholis sonnerati,Carnivore,Diurnal piscivore,MD,08/07/2013,,Assumed from genus
Serranidae,Cephalopholis sp,Carnivore,Diurnal piscivore,MD,08/07/2013,,Assumed from genus
Serranidae,Cephalopholis spiloparaea,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Cephalopholis urodeta,Carnivore,Generalist carnivore,MD,08/07/2013,Randall,"68% fish, rest crabs, shrimps, mantis shrimps"
Serranidae,Epinephelus fasciatus,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus hexagonatus,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus howlandi,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus macrospilos,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus maculatus,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus melanostigma,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus merra,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus polyphekadion,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus quernus,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus retouti,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus socialis,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus sp,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus spilotoceps,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Epinephelus tauvina,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Gracila albomarginata,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Grammistes sexlineatus,Carnivore,Diurnal piscivore,MD,08/07/2013,FishBase,
Serranidae,Luzonichthys whitleyi,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,
Serranidae,Plectropomus areolatus,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Plectropomus laevis,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Pogonoperca punctata,Carnivore,Diurnal piscivore,MD,08/07/2013,FishBase,
Serranidae,Pseudanthias bartlettorum,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,
Serranidae,Pseudanthias bicolor,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,
Serranidae,Pseudanthias cooperi,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,
Serranidae,Pseudanthias dispar,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,
Serranidae,Pseudanthias olivaceus,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,
Serranidae,Pseudanthias pascalus,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,
Serranidae,Pseudanthias thompsoni,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,Assumed from genus
Serranidae,Pseudanthias ventralis hawaiiensis,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,
Serranidae,Serranidae sp,NA,NA,MD,08/07/2013,,Cannot classify further â€“ variation in the family
Serranidae,Variola albimarginata,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Serranidae,Variola louti,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Siganidae,Siganus argenteus,Herbivore,Cropper,MD,04/07/2013,Green and Bellwood,
Siganidae,Siganus punctatus,Herbivore,Cropper,MD,04/07/2013,Green and Bellwood,
Siganidae,Siganus spinus,Herbivore,Cropper,MD,04/07/2013,Green and Bellwood,
Sphyraenidae,Sphyraena barracuda,Carnivore,Piscivore,MD,08/07/2013,Randall,Feeds both during day and night
Sphyraenidae,Sphyraena helleri,Carnivore,Nocturnal piscivore,MD,28/06/2013,Randall,
Sphyraenidae,Sphyraena qenie,Carnivore,Nocturnal piscivore,MD,28/06/2013,Randall,
Sphyraenidae,Sphyrnidae sp,Carnivore,Nocturnal piscivore,MD,08/07/2013,,Assumed from family
Syngnathidae,Corythoichthys flavofasciatus,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,
Syngnathidae,Doryrhamphus excisus excisus,Planktivore,Diurnal planktivore,MD,08/07/2013,Randall,Also feeds on ectoparasites
Syngnathidae,Solenostomidae/Syngnatidae sp,Planktivore,Diurnal planktivore,MD,08/07/2013,,Assumed from family
Synodontidae,Saurida flamma,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,"Feeds on fish, occasionally on crustaceans and cephalopods"
Synodontidae,Saurida gracilis,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Synodontidae,Synodontidae sp,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Synodontidae,Synodus binotatus,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Synodontidae,Synodus dermatogenys,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Synodontidae,Synodus ulae,Carnivore,Diurnal piscivore,MD,08/07/2013,,Assumed from genus
Synodontidae,Synodus variegatus,Carnivore,Diurnal piscivore,MD,08/07/2013,Randall,
Tetraodontidae,Arothron hispidus,Omnivore,Benthic omnivore,MD,08/07/2013,Randall,"Feeds on algae, detritus, mollusks, tunicates, sponges, corals, zoanthids, crabs, other inverts"
Tetraodontidae,Arothron meleagris,Carnivore,Corallivore,MD,08/07/2013,Randall,
Tetraodontidae,Arothron nigropunctatus,Carnivore,Corallivore,MD,08/07/2013,Randall,
Tetraodontidae,Arothron stellatus,Omnivore,Benthic omnivore,MD,08/07/2013,Randall,"Feeds on urchins, sponges, coral, stinging coral, crabs, hermit crabs, algae"
Tetraodontidae,Canthigaster amboinensis,Omnivore,Benthic omnivore,MD,08/07/2013,Randall,"Feeds on algae, polychaetes, echinoids, ophiuroids, tunicates, gastropods, coral, bivalve mollusks"
Tetraodontidae,Canthigaster bennetti,Herbivore,Cropper,MD,08/07/2013,Randall,Also feeds on benthic inverts (<15%)
Tetraodontidae,Canthigaster coronata,Omnivore,Benthic omnivore,MD,08/07/2013,Randall,"Feeds on algae, detritus, gastropods, crabs, bivalve mollusks, polychaetes, sponges, sipunculids, echinoids, foraminifera, amphipods"
Tetraodontidae,Canthigaster epilampra,Omnivore,Benthic omnivore,MD,08/07/2013,,Assumed from genus
Tetraodontidae,Canthigaster jactator,Omnivore,Benthic omnivore,MD,08/07/2013,,Assumed from genus
Tetraodontidae,Canthigaster janthinoptera,Omnivore,Benthic omnivore,MD,08/07/2013,,Assumed from genus
Tetraodontidae,Canthigaster solandri,Omnivore,Benthic omnivore,MD,08/07/2013,Randall,"Feeds on algae, detritus, tunicates, coral, foraminifera, bryozoans"
Tetraodontidae,Canthigaster valentini,Omnivore,Benthic omnivore,MD,08/07/2013,,Assumed from genus
Tetraodontidae,Tetraodontidae sp,NA,NA,MD,08/07/2013,,Cannot classify further â€“ variation in the family
Tripterygiidae,Enneapterygius sp,NA,NA,MD,08/07/2013,,Cannot classify â€“ limited dietary data available
Tripterygiidae,Enneapterygius tutuilae,Planktivore,Diurnal planktivore,MD,08/07/2013,FishBase,
Zanclidae,Zanclus cornutus,Omnivore,Benthic omnivore,MD,08/07/2013,Randall,"Feeds on sponges, benthic inverts, algae"
